Cell	Twin	Case	Sample	index.sort	Clones
SCP.14_CD4_A01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A02	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A03	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A04	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A05	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A06	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A07	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A08	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A09	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A10	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_A11	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_A12	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B02	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B03	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B04	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B06	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B07	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B08	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B09	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B10	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_B11	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_B12	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C02	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C03	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C04	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_C06	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_C07	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C08	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_C09	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C10	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_C11	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_C12	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D02	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D03	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D04	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D06	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D08	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D09	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_D10	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D11	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_D12	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E01	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E02	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E03	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E04	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E06	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E08	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E09	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E10	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_E11	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_E12	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_F01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_F02	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F03	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_F04	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F05	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_F06	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_F07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F08	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F09	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F10	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F11	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_F12	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G02	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G03	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G04	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_G05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_G06	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_G08	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_G09	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_G10	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G11	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_G12	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H01	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_H02	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H03	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H04	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H06	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_H07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H08	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_H09	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_CD4_H10	SCP.14	HD	CSF	CD4	ND
SCP.14_CD4_H11	SCP.14	HD	CSF	CD4	ND
SCP.14_rest_A01	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_A02	SCP.14	HD	CSF	Other	ND
SCP.14_rest_A03	SCP.14	HD	CSF	Other	ND
SCP.14_rest_A04	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_A05	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_A06	SCP.14	HD	CSF	Other	ND
SCP.14_rest_A07	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_A08	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_A09	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_A10	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_A11	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_A12	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_B01	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_B02	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_B03	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_B04	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_B05	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_B06	SCP.14	HD	CSF	Other	ND
SCP.14_rest_B07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_rest_B08	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_B09	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_B10	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_B11	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_B12	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_C01	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_C02	SCP.14	HD	CSF	CD4	ND
SCP.14_rest_C03	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_C04	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_C05	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_C06	SCP.14	HD	CSF	Other	ND
SCP.14_rest_C07	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_C08	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_C09	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_C10	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_C11	SCP.14	HD	CSF	Other	ND
SCP.14_rest_C12	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_rest_D01	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D02	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D03	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_D04	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_rest_D05	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D06	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D07	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D08	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_D09	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_D10	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_D11	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_D12	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_E01	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_E02	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_E03	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E04	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E05	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E06	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E07	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E08	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_E09	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E10	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_E11	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_E12	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_F01	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_F02	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_F03	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_F04	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_F05	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_rest_F06	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_F07	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_F08	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_F09	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_F10	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_F11	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_F12	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G01	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G02	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_G03	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_G04	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G05	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G06	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G07	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G08	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G09	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G10	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G11	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_G12	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_H01	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_H02	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_H03	SCP.14	HD	CSF	Rest	ND
SCP.14_rest_H04	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_H05	SCP.14	HD	CSF	Other	ND
SCP.14_rest_H06	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_H07	SCP.14	HD	CSF	CD4Tcell	1
SCP.14_rest_H08	SCP.14	HD	CSF	NK 	ND
SCP.14_rest_H09	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_H10	SCP.14	HD	CSF	CD3	ND
SCP.14_rest_H11	SCP.14	HD	CSF	CD8Tcell	1
SCP.14_rest_H12	SCP.14	HD	CSF	CD3	ND
SCP.15_rest_A01	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_A02	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A04	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A05	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A06	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A07	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_A08	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A09	SCP.15	HD	CSF	Other	ND
SCP.15_rest_A10	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_A11	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_A12	SCP.15	HD	CSF	Other	ND
SCP.15_rest_B01	SCP.15	HD	CSF	Rest	ND
SCP.15_rest_B02	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B04	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_B05	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_B06	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B07	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_B08	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_B09	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B10	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B11	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_B12	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_C01	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_C02	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_C03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_C04	SCP.15	HD	CSF	NK 	ND
SCP.15_rest_C05	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_C06	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_C07	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_C08	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_C09	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_C10	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_C11	SCP.15	HD	CSF	NK 	ND
SCP.15_rest_C12	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_D01	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_D02	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_D03	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_D04	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_D05	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_D06	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_D07	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_D08	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_D09	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_D10	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_D11	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_D12	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_E01	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_E02	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_E03	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_E04	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_E05	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_E06	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_E07	SCP.15	HD	CSF	Other	ND
SCP.15_rest_E08	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_E09	SCP.15	HD	CSF	Other	ND
SCP.15_rest_E10	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_E11	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_E12	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F01	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_F02	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_F03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F04	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F05	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F06	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_F07	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_F08	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F09	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_F10	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_F11	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_F12	SCP.15	HD	CSF	Rest	ND
SCP.15_rest_G01	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G02	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_G03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G04	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_G05	SCP.15	HD	CSF	CD4Tcell	1
SCP.15_rest_G06	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G07	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_G08	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G09	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G10	SCP.15	HD	CSF	CD4	ND
SCP.15_rest_G11	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_G12	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H01	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H02	SCP.15	HD	CSF	Bcell 	1
SCP.15_rest_H03	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H04	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H05	SCP.15	HD	CSF	Rest	1
SCP.15_rest_H06	SCP.15	HD	CSF	Other	ND
SCP.15_rest_H07	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H08	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H09	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_H10	SCP.15	HD	CSF	CD8Tcell	1
SCP.15_rest_H11	SCP.15	HD	CSF	CD3	ND
SCP.15_rest_H12	SCP.15	HD	CSF	Rest	ND
X114_01_A01	114	SCNI	CSF	CD8Tcell	1
X114_01_A02	114	SCNI	CSF	CD8Tcell	3
X114_01_A03	114	SCNI	CSF	CD3	ND
X114_01_A04	114	SCNI	CSF	Bcell 	1
X114_01_A05	114	SCNI	CSF	CD8Tcell	1
X114_01_A06	114	SCNI	CSF	CD8Tcell	1
X114_01_A07	114	SCNI	CSF	CD8Tcell	1
X114_01_A08	114	SCNI	CSF	Other	ND
X114_01_A09	114	SCNI	CSF	CD8Tcell	1
X114_01_A10	114	SCNI	CSF	Other	ND
X114_01_A11	114	SCNI	CSF	CD8Tcell	1
X114_01_A12	114	SCNI	CSF	Bcell 	1
X114_01_B01	114	SCNI	CSF	Rest	ND
X114_01_B02	114	SCNI	CSF	CD8Tcell	1
X114_01_B03	114	SCNI	CSF	Rest	ND
X114_01_B04	114	SCNI	CSF	Bcell 	1
X114_01_B05	114	SCNI	CSF	CD3	ND
X114_01_B06	114	SCNI	CSF	Other	ND
X114_01_B07	114	SCNI	CSF	CD8Tcell	1
X114_01_B08	114	SCNI	CSF	CD8Tcell	3
X114_01_B09	114	SCNI	CSF	Other	ND
X114_01_B10	114	SCNI	CSF	CD8Tcell	1
X114_01_B11	114	SCNI	CSF	CD8Tcell	3
X114_01_B12	114	SCNI	CSF	CD8Tcell	1
X114_01_C01	114	SCNI	CSF	CD3	ND
X114_01_C02	114	SCNI	CSF	Rest	ND
X114_01_C03	114	SCNI	CSF	CD8Tcell	1
X114_01_C04	114	SCNI	CSF	CD8Tcell	1
X114_01_C05	114	SCNI	CSF	CD8Tcell	1
X114_01_C06	114	SCNI	CSF	NK 	ND
X114_01_C07	114	SCNI	CSF	NK 	ND
X114_01_C08	114	SCNI	CSF	CD8Tcell	1
X114_01_C09	114	SCNI	CSF	CD8Tcell	3
X114_01_C10	114	SCNI	CSF	NK 	ND
X114_01_C11	114	SCNI	CSF	CD8Tcell	3
X114_01_C12	114	SCNI	CSF	Bcell 	1
X114_01_D01	114	SCNI	CSF	Bcell 	1
X114_01_D02	114	SCNI	CSF	CD8Tcell	1
X114_01_D03	114	SCNI	CSF	CD8Tcell	1
X114_01_D04	114	SCNI	CSF	CD8Tcell	1
X114_01_D05	114	SCNI	CSF	Bcell 	1
X114_01_D06	114	SCNI	CSF	CD8Tcell	1
X114_01_D07	114	SCNI	CSF	Bcell 	1
X114_01_D08	114	SCNI	CSF	CD8Tcell	1
X114_01_D09	114	SCNI	CSF	Rest	ND
X114_01_D10	114	SCNI	CSF	CD8Tcell	1
X114_01_D11	114	SCNI	CSF	Other	ND
X114_01_D12	114	SCNI	CSF	Bcell 	ND
X114_01_E01	114	SCNI	CSF	CD3	ND
X114_01_E02	114	SCNI	CSF	Rest	ND
X114_01_E03	114	SCNI	CSF	CD8Tcell	1
X114_01_E04	114	SCNI	CSF	CD8Tcell	1
X114_01_E05	114	SCNI	CSF	CD8Tcell	1
X114_01_E06	114	SCNI	CSF	CD3	ND
X114_01_E07	114	SCNI	CSF	CD8Tcell	1
X114_01_E08	114	SCNI	CSF	CD4	ND
X114_01_E09	114	SCNI	CSF	CD3	ND
X114_01_E10	114	SCNI	CSF	CD8Tcell	1
X114_01_E11	114	SCNI	CSF	CD8Tcell	1
X114_01_E12	114	SCNI	CSF	CD8Tcell	1
X114_01_F01	114	SCNI	CSF	CD8Tcell	1
X114_01_F02	114	SCNI	CSF	CD3	ND
X114_01_F03	114	SCNI	CSF	CD8Tcell	1
X114_01_F04	114	SCNI	CSF	CD8Tcell	1
X114_01_F05	114	SCNI	CSF	Other	ND
X114_01_F06	114	SCNI	CSF	CD8Tcell	3
X114_01_F07	114	SCNI	CSF	CD3	ND
X114_01_F08	114	SCNI	CSF	Rest	ND
X114_01_F09	114	SCNI	CSF	CD8Tcell	3
X114_01_F10	114	SCNI	CSF	Other	ND
X114_01_F11	114	SCNI	CSF	CD3	ND
X114_01_F12	114	SCNI	CSF	NK 	ND
X114_01_G01	114	SCNI	CSF	NK 	ND
X114_01_G02	114	SCNI	CSF	CD8Tcell	1
X114_01_G03	114	SCNI	CSF	CD8Tcell	1
X114_01_G04	114	SCNI	CSF	CD4	ND
X114_01_G05	114	SCNI	CSF	Bcell 	1
X114_01_G06	114	SCNI	CSF	NK 	ND
X114_01_G07	114	SCNI	CSF	Other	ND
X114_01_G08	114	SCNI	CSF	CD8Tcell	1
X114_01_G09	114	SCNI	CSF	CD8Tcell	3
X114_01_G10	114	SCNI	CSF	CD8Tcell	1
X114_01_G11	114	SCNI	CSF	CD8Tcell	1
X114_01_G12	114	SCNI	CSF	CD3	ND
X114_01_H01	114	SCNI	CSF	CD8Tcell	1
X114_01_H02	114	SCNI	CSF	CD3	ND
X114_01_H03	114	SCNI	CSF	CD8Tcell	1
X114_01_H04	114	SCNI	CSF	CD8Tcell	1
X114_01_H05	114	SCNI	CSF	CD3	ND
X114_01_H06	114	SCNI	CSF	CD8Tcell	3
X114_01_H07	114	SCNI	CSF	CD8Tcell	3
X114_01_H08	114	SCNI	CSF	CD3	ND
X114_01_H09	114	SCNI	CSF	CD8Tcell	1
X114_01_H10	114	SCNI	CSF	CD8Tcell	3
X114_01_H11	114	SCNI	CSF	CD4	ND
X114_01_H12	114	SCNI	CSF	Rest	ND
X114_CD4_02_A01	114	SCNI	CSF	CD4	ND
X114_CD4_02_A02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A03	114	SCNI	CSF	CD4	ND
X114_CD4_02_A04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A06	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A07	114	SCNI	CSF	CD4	ND
X114_CD4_02_A08	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A09	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A10	114	SCNI	CSF	CD4	ND
X114_CD4_02_A11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_A12	114	SCNI	CSF	CD4	ND
X114_CD4_02_B01	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B03	114	SCNI	CSF	CD4	ND
X114_CD4_02_B04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B06	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B07	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B08	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_B09	114	SCNI	CSF	CD4	ND
X114_CD4_02_B10	114	SCNI	CSF	CD4	ND
X114_CD4_02_B11	114	SCNI	CSF	CD4	ND
X114_CD4_02_B12	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C01	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C06	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C07	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C08	114	SCNI	CSF	CD4	ND
X114_CD4_02_C09	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C10	114	SCNI	CSF	CD4	ND
X114_CD4_02_C11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_C12	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D01	114	SCNI	CSF	CD4	ND
X114_CD4_02_D02	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D03	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D04	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D05	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D06	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D07	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D08	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D09	114	SCNI	CSF	CD4	ND
X114_CD4_02_D10	114	SCNI	CSF	CD4	ND
X114_CD4_02_D11	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_D12	114	SCNI	CSF	CD4	ND
X114_CD4_02_E01	114	SCNI	CSF	CD4Tcell	1
X114_CD4_02_E02	114	SCNI	CSF	CD4Tcell	1
